158.170.68.74	80	
158.170.14.64	80	
158.170.68.109	80	
158.170.77.129	80	
158.170.64.51	80	
158.170.66.228	80	
158.170.68.98	80	
158.170.66.157	80	
158.170.66.57	80	
158.170.66.217	80	
158.170.66.66	80	
158.170.35.17	80	
158.170.66.133	80	
158.170.10.236	80	
158.170.11.10	80	
158.170.66.201	80	
158.170.77.120	80	
158.170.68.90	80	
158.170.66.36	80	
158.170.66.135	80	
158.170.66.67	80	
158.170.77.59	80	
158.170.66.143	80	
158.170.68.86	80	
158.170.66.212	443	
158.170.64.38	80	
158.170.66.43	80	
158.170.11.61	80	
158.170.66.140	80	
158.170.11.20	80	
158.170.10.102	80	
158.170.10.51	80	
158.170.10.34	80	
158.170.68.48	80	
158.170.11.12	80	
158.170.66.160	80	
158.170.10.193	80	
158.170.66.92	80	
158.170.68.60	443	
158.170.66.246	80	
158.170.35.8	80	
158.170.68.56	80	
158.170.11.62	80	
158.170.68.107	80	
158.170.68.94	80	
158.170.66.31	443	
158.170.64.48	80	
158.170.66.113	80	
158.170.77.211	80	
158.170.66.197	80	
158.170.20.184	80	
158.170.66.134	80	
158.170.64.35	80	
158.170.64.52	80	
158.170.64.151	80	
158.170.66.237	80	
158.170.64.116	80	
158.170.66.237	443	
158.170.66.176	80	
158.170.68.32	80	
158.170.68.91	80	
158.170.68.85	80	
158.170.64.66	80	
158.170.11.24	80	
158.170.7.11	80	
158.170.64.33	80	
158.170.35.150	80	
158.170.66.27	80	
158.170.66.32	80	
158.170.77.75	80	
158.170.68.41	80	
158.170.66.239	80	
158.170.10.201	80	
158.170.64.70	80	
158.170.68.93	80	
158.170.20.181	80	
158.170.68.50	80	
158.170.68.44	80	
158.170.66.206	443	
158.170.35.166	80	
158.170.66.78	80	
158.170.68.26	80	
158.170.68.46	80	
158.170.66.40	443	
158.170.64.150	80	
158.170.66.112	443	
158.170.9.13	80	
158.170.66.225	80	
158.170.35.164	443	
158.170.10.53	443	
158.170.77.210	80	
158.170.66.120	80	
158.170.66.31	80	
158.170.10.68	80	
158.170.68.54	443	
158.170.64.65	443	
158.170.66.46	80	
158.170.20.181	443	
158.170.64.26	80	
158.170.66.163	80	
158.170.66.59	80	
158.170.35.193	80	
158.170.10.65	80	
158.170.64.58	80	
158.170.64.242	443	
158.170.10.247	80	
158.170.107.153	80	
158.170.10.70	80	
158.170.64.29	80	
158.170.66.74	80	
158.170.14.10	80	
158.170.66.98	443	
158.170.68.54	80	
158.170.10.53	80	
158.170.66.249	80	
158.170.35.196	80	
158.170.35.191	80	
158.170.66.205	80	
158.170.107.61	80	
158.170.66.47	80	
158.170.35.169	80	
158.170.35.195	80	
158.170.66.231	443	
158.170.66.146	80	
158.170.35.190	443	
158.170.20.95	37777	
158.170.66.56	80	
158.170.68.53	80	
158.170.64.113	80	
158.170.66.112	80	
158.170.66.29	80	
158.170.10.41	80	
158.170.66.95	80	
158.170.7.12	80	
158.170.66.67	8080	
158.170.66.141	80	
158.170.64.236	443	
158.170.66.249	443	
158.170.66.115	80	
158.170.66.115	443	
158.170.68.99	80	
158.170.66.73	443	
158.170.35.40	443	
158.170.66.69	443	
158.170.10.201	443	
158.170.4.2	123	
158.170.64.234	80	
158.170.66.128	443	
158.170.64.237	443	
158.170.66.74	443	
158.170.66.44	443	
158.170.66.145	443	
158.170.66.67	443	
158.170.20.250	80	
158.170.10.237	443	
158.170.66.122	80	
158.170.66.111	443	
158.170.66.45	80	
158.170.77.120	443	
158.170.10.70	443	
158.170.35.193	443	
158.170.68.34	443	
158.170.10.75	443	
158.170.64.24	53	
158.170.66.22	443	
158.170.66.105	80	
158.170.68.48	443	
158.170.64.209	443	
158.170.68.34	80	
158.170.77.227	443	
158.170.35.178	21	
158.170.66.75	443	
158.170.66.118	443	
158.170.68.49	443	
158.170.66.94	443	
158.170.66.243	443	
158.170.66.133	443	
158.170.10.58	443	
158.170.66.196	443	
158.170.64.52	443	
158.170.66.65	443	
158.170.107.39	443	
158.170.66.105	443	
158.170.66.136	80	
158.170.66.121	80	
158.170.35.164	80	
158.170.64.169	21	
158.170.66.217	443	
158.170.35.66	443	
158.170.11.10	443	
158.170.66.97	443	
158.170.66.37	443	
158.170.35.167	443	
158.170.107.230	21	
158.170.68.85	443	
158.170.66.201	443	
158.170.68.89	443	
158.170.10.66	21	
158.170.66.123	443	
158.170.66.156	443	
158.170.68.55	443	
158.170.64.102	80	
158.170.11.20	443	
158.170.107.153	21	
158.170.66.207	443	
158.170.66.232	443	
158.170.64.65	80	
158.170.11.66	443	
158.170.11.12	443	
158.170.77.212	443	
158.170.64.234	443	
158.170.66.130	443	
158.170.66.216	443	
158.170.10.102	443	
158.170.66.38	443	
158.170.68.43	443	
158.170.68.112	443	
158.170.10.68	443	
158.170.10.33	443	
158.170.9.12	80	
158.170.107.61	443	
158.170.66.115	8083	
158.170.66.51	443	
158.170.4.0	161	
158.170.10.181	443	
158.170.66.27	443	
158.170.64.67	443	
158.170.64.106	80	
158.170.10.71	80	
158.170.66.71	80	
158.170.66.208	80	
158.170.66.14	80	
158.170.10.238	80	
158.170.66.241	80	
158.170.66.22	80	
158.170.68.29	443	
158.170.66.207	80	
158.170.66.160	443	
158.170.68.57	443	
158.170.35.2	443	
158.170.68.90	443	
158.170.66.251	443	
158.170.64.150	443	
158.170.68.56	443	
158.170.66.198	443	
158.170.68.74	443	
158.170.35.150	443	
158.170.66.194	443	
158.170.66.234	443	
158.170.66.29	443	
158.170.68.22	443	
158.170.64.58	443	
158.170.66.229	443	
158.170.64.201	443	
158.170.64.38	443	
158.170.35.87	443	
158.170.68.93	443	
158.170.68.97	443	
158.170.68.58	443	
158.170.66.239	443	
158.170.10.76	443	
158.170.68.103	443	
158.170.68.70	443	
158.170.66.26	80	
158.170.66.210	443	
158.170.66.216	80	
158.170.66.64	443	
158.170.66.176	443	
158.170.66.241	443	
158.170.64.46	443	
158.170.66.136	443	
158.170.64.210	80	
158.170.66.60	443	
158.170.66.213	443	
158.170.66.209	25	
158.170.66.28	80	
158.170.66.167	80	
158.170.10.67	443	
158.170.68.107	443	
158.170.9.12	443	
158.170.68.94	443	
158.170.68.111	443	
158.170.66.246	443	
158.170.66.26	443	
158.170.66.101	443	
158.170.20.115	443	
158.170.66.137	443	
158.170.66.143	443	
158.170.64.210	443	
158.170.15.2	443	
158.170.66.78	443	
158.170.64.86	80	
158.170.64.101	443	
158.170.11.13	443	
158.170.10.76	80	
158.170.66.247	443	
158.170.11.16	443	
158.170.64.66	443	
158.170.66.125	443	
158.170.66.169	443	
158.170.68.117	443	
158.170.64.121	443	
158.170.10.194	443	
158.170.66.244	443	
158.170.68.52	443	
158.170.66.101	21	
158.170.64.102	443	
158.170.64.63	443	
158.170.66.151	21	
158.170.20.66	80	
158.170.68.40	443	
158.170.35.185	80	

